date_and_time,location,barangay,flood_level,flood_depth_in,flood_status,cause,tropical_names,y,x,admin_district,priority_score,brgy_population_count,brgy_senior_count,brgy_pwd_count,brgy_pregnant_count,brgy_children_count,total_city_population,vulnerability_score
07/23/2025 0:28,PADRE FAURA STREET,BARANGAY 676,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,"CRISING, DANTE",14.580014,120.9861952,Ermita,2.96,14642,1820,427,248,4195,1877400,9.86
07/23/2025 0:28,Padre Faura,BARANGAY 676,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,"CRISING, DANTE",14.5808952,120.9856723,Ermita,2.96,14642,1820,427,248,4195,1877400,9.86
07/23/2025 0:28,Padre Faura Cor Taft Ave,BARANGAY 676,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,"CRISING, DANTE",14.57987491,120.9860792,Ermita,2.96,14642,1820,427,248,4195,1877400,9.86
07/23/2025 0:29,Taft Avenue,BARANGAY 676,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,"CRISING, DANTE",14.5807542,120.9856492,Ermita,2.96,14642,1820,427,248,4195,1877400,9.86
07/23/2025 0:30,"Plaza Rueda, United Nations Ave.",BARANGAY 676,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,"CRISING, DANTE",14.582007,120.985049,Paco,2.96,14642,1820,427,248,4195,1877400,9.86
07/23/2025 0:32,UNITED NATIONS AVE,BARANGAY 676,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,"CRISING, DANTE",14.5813211,120.98544,Ermita,2.96,14642,1820,427,248,4195,1877400,9.86
07/23/2025 1:13,Arranque Market Sta Cruz Manila,BARANGAY 313,CHEST DEEP LEVEL,45,NPATV,HEAVY RAINFALL,"CRISING, DANTE",14.60486273,120.979378,Santa Cruz,30.83,10116,1244,273,173,2690,1877400,9.44
07/23/2025 2:50,Gen. Malvar Cor Taft Ave.,BARANGAY 693,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,"CRISING, DANTE",14.5746943,120.9890002,Malate,2.41,7644,721,190,137,1846,1877400,8.03
07/23/2025 2:50,Taft Ave Cor Pedro Gil,BARANGAY 694,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,"CRISING, DANTE",14.57622718,120.9883421,Ermita,2.65,11332,1364,263,153,2758,1877400,8.83
07/23/2025 2:50,Taft Ave. Cor Escoda,BARANGAY 694,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,"CRISING, DANTE",14.57733566,120.9875378,Ermita,2.65,11332,1364,263,153,2758,1877400,8.83
07/23/2025 2:50,Taft Ave. Cor Padre Faura,BARANGAY 676,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,"CRISING, DANTE",14.57987491,120.9860792,Ermita,2.96,14642,1820,427,248,4195,1877400,9.86
07/23/2025 2:50,Taft Ave. Cor UN,BARANGAY 676,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,"CRISING, DANTE",14.58244811,120.9846078,Ermita,2.96,14642,1820,427,248,4195,1877400,9.86
07/23/2025 5:29,San Agustine Church,BARANGAY 658,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,"CRISING, DANTE",14.5891232,120.975167,Intramuros,2.48,12121,1424,214,137,2753,1877400,8.27
07/23/2025 5:40,"Arranque Public Market, Alonzo Cor Recto Ave.",BARANGAY 313,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,"CRISING, DANTE",14.60429831,120.9794889,Santa Cruz,11.16,10116,1244,273,173,2690,1877400,9.44
07/23/2025 9:34,"Arranque Public Market, Alonzo Cor Recto Ave.",BARANGAY 313,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,"CRISING, DANTE",14.60429831,120.9794889,Santa Cruz,2.83,10116,1244,273,173,2690,1877400,9.44
07/23/2025 9:51,UN TAFT AVE.,BARANGAY 676,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,"CRISING,DANTE",14.582007,120.985049,Ermita,2.96,14642,1820,427,248,4195,1877400,9.86
07/23/2025 11:15,Quirino Station,BARANGAY 725,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,"CRISING, DANTE",14.57043239,120.9913696,Ermita,2.41,15085,1589,295,151,3581,1877400,8.03
07/23/2025 11:15,Padre Faura to Intersection Quirino Side,BARANGAY 676,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,"CRISING, DANTE",14.58172742,120.9851106,Ermita,2.96,14642,1820,427,248,4195,1877400,9.86
07/24/2025 0:55,Blk 1 Dubai Baseco,BASECO Compound,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,"CRISING, DANTE",14.59163049,120.9556652,Port Area,11.22,7024,806,197,116,2087,1877400,9.64
07/24/2025 0:56,Blk 15 Baseco Manila,BASECO Compound,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,"CRISING, DANTE",14.5927481,120.9556969,Port Area,11.22,7024,806,197,116,2087,1877400,9.64
07/24/2025 0:57,HABITAT ALONG THE ROAD BASECO PORT AREA MANILA,BARANGAY 649,HALF KNEE DEEP LEVEL,10,PATV,HEAVY RAINFALL,EMONG,14.59137837,120.9605906,Port Area,4.25,7030,836,197,103,1797,1877400,9.13
07/24/2025 4:12,"Taft, Malvar",BARANGAY 693,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,EMONG,14.5754266,120.9887825,Malate,2.41,7644,721,190,137,1846,1877400,8.03
07/24/2025 4:18,Taft Ave Infront of PGH,BARANGAY 693,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,EMONG,14.57570577,120.9884159,Malate,2.41,7644,721,190,137,1846,1877400,8.03
07/24/2025 4:19,"Taft, UN",BARANGAY 676,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,EMONG,14.58143201,120.9851324,Ermita,2.96,14642,1820,427,248,4195,1877400,9.86
07/24/2025 23:20,ADRIATICO STREET  ROBINSONS PLACE,BARANGAY 669,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,EMONG,14.5769875,120.9822789,Ermita,2.43,7459,847,115,114,1665,1877400,8.09
07/25/2025 0:19,BLK 15 BASECO PORT AREA MANILA,BARANGAY 649,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,EMONG,14.5927481,120.9556969,Port Area,11.06,7030,836,197,103,1797,1877400,9.13
08/22/2025 1:07,Leveriza corner quirino ave.,BARANGAY 721,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,HUANING,14.5661511,120.9884276,Malate,2.56,16894,2011,378,257,3833,1877400,8.55
08/22/2025 1:14,Taft ave quirino,BARANGAY 725,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,HUANING,14.5706782,120.9914164,Malate,2.41,15085,1589,295,151,3581,1877400,8.03
08/22/2025 1:17,2nd Road GK Baseco Port Area Manila,BARANGAY 649,HALF KNEE DEEP LEVEL,10,PATV,HEAVY RAINFALL,HUANING,14.5940332,120.9606936,Port Area,4.25,7030,836,197,103,1797,1877400,9.13
08/22/2025 1:17,Blk 15 Baseco Port Area Manila,BARANGAY 649,HALFT TIRE LEVEL DEEP,13,PATV,HEAVY RAINFALL,HUANING,14.5927843,120.9557345,Port Area,6.52,7030,836,197,103,1797,1877400,9.13
08/22/2025 1:17,Aplaya Street Baseco Port Area Manila,BARANGAY 649,HALF KNEE DEEP LEVEL,10,PATV,HEAVY RAINFALL,HUANING,14.5912791,120.9559093,Port Area,4.25,7030,836,197,103,1797,1877400,9.13
08/22/2025 1:18,In front of PCU,BARANGAY 693,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,HUANING,14.5752809,120.9888279,Malate,2.41,7644,721,190,137,1846,1877400,8.03
08/22/2025 1:24,Pedro gil infront of PGH,BARANGAY 694,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,HUANING,14.5768818,120.9879128,Ermita,2.65,11332,1364,263,153,2758,1877400,8.83
08/22/2025 1:25,Front of Hospital ng maynila,BARANGAY 721,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,HUANING,14.5639978,120.9874309,Malate,2.56,16894,2011,378,257,3833,1877400,8.55
08/22/2025 1:29,Taft Avenue infront of Manila Science High School,BARANGAY 676,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,HUANING,14.5803211,120.9859749,Ermita,2.96,14642,1820,427,248,4195,1877400,9.86
08/22/2025 1:29,Padre Faura Street Corner Taft Ave.,BARANGAY 676,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,HUANING,14.579889,120.9862432,Ermita,2.96,14642,1820,427,248,4195,1877400,9.86
08/22/2025 1:30,Taft ave corner nakpil street,BARANGAY 692,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,HUANING,14.5742703,120.9894385,Malate,2.67,8359,989,192,130,2090,1877400,8.89
08/22/2025 1:34,Taft Ave infront of NBI,BARANGAY 676,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,HUANING,14.5814076,120.9853089,Ermita,2.96,14642,1820,427,248,4195,1877400,9.86
08/22/2025 1:38,Taft Ave. corner Padre Faura St.,BARANGAY 676,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,HUANING,14.57997876,120.9861999,Ermita,11.28,14642,1820,427,248,4195,1877400,9.86
08/22/2025 1:48,Taft Ave. cor Kalaw,BARANGAY 674,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,HUANING,14.58357565,120.9840729,Ermita,10.91,9052,900,222,143,2459,1877400,8.61
08/22/2025 1:51,FINANCE ROAD,BARANGAY 660-A,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,HUANING,14.5862301,120.9815646,Ermita,2.41,8559,954,146,121,1907,1877400,8.04
08/22/2025 1:53,Pedro Gil corner Taft Ave,BARANGAY 694,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,HUANING,14.5760992,120.9883608,Ermita,2.65,11332,1364,263,153,2758,1877400,8.83
08/22/2025 1:54,BASECO MARKET CORNER GK  PORT AREA MANILA,BARANGAY 649,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,HUANING,14.5923238,120.9589449,Port Area,2.74,7030,836,197,103,1797,1877400,9.13
08/22/2025 1:57,Padre Burgos (Infront of Kartilya),BARANGAY 659-A,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,HUANING,14.59097683,120.9806812,Ermita,2.79,8259,874,220,142,2449,1877400,9.29
08/22/2025 1:57,Padre Burgos (Infornt of Mehan Garden),BARANGAY 659-A,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,HUANING,14.59253274,120.9801757,Ermita,11.11,8259,874,220,142,2449,1877400,9.29
08/22/2025 2:12,QUIRINO AVE CORNER LEVERIZA MALATE,BARANGAY 715,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,HUANING,14.5672203,120.9891434,Malate,10.7,9506,874,165,118,2491,1877400,7.92
08/22/2025 2:25,Remedios St. cor Agoncillo St.,BARANGAY 723,HALF KNEE DEEP LEVEL,10,PATV,HEAVY RAINFALL,HUANING,14.57317685,120.9917642,Malate,4.02,16750,1906,354,220,3864,1877400,8.34
08/22/2025 2:42,MANILA CITY HALL FRONT OF CITY TREASURER OFFICE,BARANGAY 658,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,HUANING,14.59,120.98,Ermita,2.48,12121,1424,214,137,2753,1877400,8.27
08/22/2025 3:02,ADRIATICO STREET,BARANGAY 719,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,HUANING,14.5652688,120.9898031,Malate,2.69,7369,919,117,125,1863,1877400,8.97
08/22/2025 3:21,Antonio Villegas (from Taft to Cecilia Muñoz Palma/Cental Station),BARANGAY 659,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,HUANING,14.58984,120.9820891,Ermita,10.57,12176,1122,273,143,2708,1877400,7.47
08/22/2025 3:21,Taft to Underpass,BARANGAY 659,HALF KNEE DEEP LEVEL,10,PATV,HEAVY RAINFALL,HUANING,14.58989021,120.9807994,Ermita,3.75,12176,1122,273,143,2708,1877400,7.47
08/22/2025 3:21,Natividad Lopez (beside Kartilya & Manila City Hall),BARANGAY 659,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,HUANING,14.59043614,120.9811364,Ermita,10.57,12176,1122,273,143,2708,1877400,7.47
08/22/2025 3:21,Padre Burgos Southbound,BARANGAY 659,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,HUANING,14.59058417,120.9805261,Ermita,10.57,12176,1122,273,143,2708,1877400,7.47
08/22/2025 3:21,Natividad St. cor San Marcelino St.,BARANGAY 663,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,HUANING,14.59035543,120.9838689,Ermita,10.97,14690,1692,325,174,3821,1877400,8.83
08/22/2025 4:53,Finance Rd,BARANGAY 660-A,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,HUANING,14.5861975,120.9814752,Ermita,10.74,8559,954,146,121,1907,1877400,8.04
08/22/2025 5:25,PNU TAFT AVE.,BANGAY 660-A,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,HUANING,14.5863009,120.9828138,Ermita,10.84,13968,1569,362,189,3174,1877400,8.39
08/22/2025 5:25,INFRONT OF MANILA CITYHALL  UNDERPASS,BARANGAY 659,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,HUANING,14.5900381,120.9808839,Ermita,10.57,12176,1122,273,143,2708,1877400,7.47
08/22/2025 5:41,NATIVIDAD LOPEZ STREET,BARANGAY 659,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,HUANING,14.5903804,120.982445,Ermita,10.57,12176,1122,273,143,2708,1877400,7.47
08/22/2025 5:48,ANTONIO VILLEGAS STREET,BARANGAY 659,TIRE LEVEL DEEP,26,NPLV,HEAVY RAINFALL,HUANING,14.590229,120.9821572,Ermita,15.86,12176,1122,273,143,2708,1877400,7.47
08/22/2025 5:51,CECILIO MUÑOZ STREET CORNER PADRE BURGOS AVE.,BARANGAY 659-A,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,HUANING,14.591458,120.9810257,Ermita,11.11,8259,874,220,142,2449,1877400,9.29
08/22/2025 6:51,PADRE FAURA TO INTERSECTION,BARANGAY 676,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,HUANING,14.5799617,120.9860254,Malate,11.28,14642,1820,427,248,4195,1877400,9.86
08/22/2025 7:08,Taft Ave corner Kalaw Ave.,BARANGAY 674,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,HUANING,14.5833905,120.9841048,Ermita,2.58,9052,900,222,143,2459,1877400,8.61
08/22/2025 7:09,Taft Infront of Adamson (To Kalaw),BARANGAY 660-A,KNEE DEEP LEVEL,19,NPLV,HEAVY RAINFALL,HUANING,14.5842874,120.9837139,Malate,10.74,8559,954,146,121,1907,1877400,8.04
09/22/2025 11:18,Escoda Corner Taft ave.,BARANGAY 694,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,NANDO,14.5772397,120.9877074,Ermita,2.65,11332,1364,263,153,2758,1877400,8.83
09/22/2025 11:29,Infront of NBI  Taft,BARANGAY 676,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,NANDO,14.5817636,120.9851829,Ermita,2.96,14642,1820,427,248,4195,1877400,9.86
09/22/2025 11:43,P.Burgos Southbound infront of Mehan Garden,BARANGAY 659-A,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,NANDO,14.5915278,120.9802466,Ermita,2.79,8259,874,220,142,2449,1877400,9.29
09/22/2025 12:17,Abad Santos corner Antipolo Street,BARANGAY 220,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,NANDO,14.6233423,120.9782664,Tondo I and II,2.52,15101,1549,398,252,3710,1877400,8.4
09/22/2025 12:22,Tayuman St & Abad Santos Ave,BARANGAY 226,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,NANDO,14.6169393,120.9772549,Tondo I and II,2.54,8656,1032,145,113,2043,1877400,8.48
09/22/2025 12:23,V. Mapa Station going to Recto,BARANGAY 595,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,NANDO,14.6035608,121.0164881,Santa Mesa,2.62,10186,1184,255,144,2480,1877400,8.75
09/22/2025 12:37,Central Market Fugoso Street,BARANGAY 467,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,NANDO,14.6075133,120.9848392,Santa Cruz,2.61,13550,1482,342,143,3516,1877400,8.69
09/22/2025 12:39,Infront of P. Gomez School,BARANGAY 465,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,NANDO,14.6085749,120.9849151,Santa Cruz,2.61,14100,1406,277,196,4084,1877400,8.7
09/22/2025 12:41,P. Guevarra   corner  Bambang Street,BARANGAY 461,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,NANDO,14.6108073,120.9850945,Santa Cruz,2.74,11000,1425,258,184,2617,1877400,9.14
09/29/2025 5:11,Taft ave. cor Gen. Malvar.,BARANGAY 693,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,OPONG,14.5747931,120.9891026,Malate,2.41,7644,721,190,137,1846,1877400,8.03
09/29/2025 5:14,TAFT AVE. COR ESCODA,BARANGAY 694,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,OPONG,14.5771224,120.9877754,Malate,2.65,11332,1364,263,153,2758,1877400,8.83
09/29/2025 5:16,TAFT AVE. COR Apacible St,BARANGAY 675,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,OPONG,14.5787755,120.9868647,Malate,2.77,7795,887,197,107,2197,1877400,9.24
09/29/2025 5:18,Taft NBI,BARANGAY 676,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,OPONG,14.5814076,120.9853089,Malate,2.96,14642,1820,427,248,4195,1877400,9.86
09/29/2025 5:19,Taft ave corner U.N,BARANGAY 676,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,OPONG,14.5822054,120.98494,Ermita,2.96,14642,1820,427,248,4195,1877400,9.86
09/29/2025 5:37,Oroquieta street corner Lorenzo street,BARANGAY 349,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,OPONG,14.6206212,120.9832465,Santa Cruz,2.69,10953,1219,295,133,2941,1877400,8.97
09/29/2025 5:40,Quirino cor. Taft ave.,BARANGAY 725,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,OPONG,14.5699207,120.9913337,Malate,2.41,15085,1589,295,151,3581,1877400,8.03
09/29/2025 5:43,Antipolo Cor Felix Huertas street,BARANGAY 368,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,OPONG,14.6222354,120.9848971,Santa Cruz,2.78,11950,1334,321,196,3369,1877400,9.27
09/29/2025 5:47,North Cementery,BARANGAY 372,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,OPONG,14.6260534,120.9890709,Santa Cruz,2.44,17911,1734,518,204,4367,1877400,8.14
09/29/2025 5:58,Aurora Blvd & Pampanga St,BARANGAY 376,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,OPONG,14.6279726,120.9843404,Santa Cruz,2.96,10069,1286,276,180,2827,1877400,9.86
09/29/2025 6:26,Abad Santos Cor Blumemtritt,BARANGAY 220,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,OPONG,14.6233553,120.9781355,Tondo I and II,2.52,15101,1549,398,252,3710,1877400,8.4
09/29/2025 7:02,TAMBUNTING,BARANGAY 196,GUTTER DEEP LEVEL,8,PATV,HEAVY RAINFALL,OPONG,14.6290855,120.9828876,Santa Cruz,2.6,9796,890,213,176,2922,1877400,8.67
11/09/2025 01:17,"1299 Syson, Paco, Manila, Metro Manila",BARANGAY 671,KNEE DEEP LEVEL,19,NPLV,TROPICAL CYCLONE,UWAN,14.58265892,120.9935399,Paco,10.66,13490,1278,258,152,3286,1877400,7.77
11/09/2025 14:21,"2848 Juan Luna St, Tondo, Manila, 1013 Metro Manila",BARANGAY 186,GUTTER DEEP LEVEL,8,PATV,TROPICAL CYCLONE,UWAN,14.63255673,120.9748965,Tondo I and II,2.36,17896,1742,322,295,4293,1877400,7.87
11/09/2025 14:27,"Hermosa Ext cor Benita St. , Tondo, Manila, Metro Manila",BARANGAY 178,GUTTER DEEP LEVEL,8,PATV,TROPICAL CYCLONE,UWAN,14.63299719,120.9734228,Tondo I and II,2.52,8916,991,259,135,1990,1877400,8.41
11/10/2025 00:43,Rd 2 BASECO MANILA,BARANGAY 649,GUTTER DEEP LEVEL,8,PATV,TROPICAL CYCLONE,UWAN,14.5936521,120.9605704,Port Area,2.74,7030,836,197,103,1797,1877400,9.13